카테고리,상품내용,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
자전거의류/잡화,아동.유아.어린이/무릎보호대.헬멧.장갑 세트/자전거용품.인라인스케이트.씽씽카.안전용품.블랙프라이데이,F,2,"학생 (초중고학생, 대학생, 대학원생)",600~699만원,아니오,          ,아파트/ 주상복합,서울,노원구,중계1동,
자전거액세서리,[엑스피크]엑스피크 자전거힙색 트윈포켓파우치 자전거파우치,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,갈산2동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
후미등,자전거후미등/후미등/실리콘/LED후미등/안전등,M,3,,,      ,          ,,서울,강남구,일원동,
자전거,뉴도미니크24/렌즈/갤럽등 초등학생 하이브리드 모음,F,4,,,      ,          ,,서울,강서구,화곡2동,
변속기,변속레버/자전거기어/시마노변속레버/그립쉬프트,M,2,,,      ,          ,,서울,마포구,망원동,
자전거짐받이,바이크박스블랙   -  생활용 여성용 접이식 자전거 짐받이 거치용 접이식 짐 바구니,F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 동남구,원성1동,
거치대/보관대,노스바이크스마트폰 자전거거치대 핸드폰 휴대폰 가방,M,2,,,      ,          ,,전북,전주시 덕진구,호성동1가,
MTB,"[삼천리]미키마우스 미키키즈14,16,18형 아동 자전거",M,5,,,      ,          ,,대구,달서구,월성동,
전시스탠드,토픽스텐드 DUAL TOUCH BIKE STAND 자전거거치대,M,4,,,      ,          ,,경기,동두천시,하봉암동,
전기자전거,전동킥보드마이봇 ERT-8/ 38V/ 18.4Ah / 삼성배터리/ 레져스포츠,M,5,,,      ,          ,,경기,평택시,포승읍,
흙받이,자전거흙받이(한세트)삼천리자전거 레스포정품/흙튀김방지 물받이/선택,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,단독주택,부산,동구,좌천4동,
전시스탠드,토픽스텐드 DUAL TOUCH BIKE STAND 자전거거치대,M,4,무직,300~399만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,고양시 일산동구,풍동,"대형차 (제너시스, BMW5급 등)"
사이클,[HK]예거메티1디스크 로드자전거 카본포크 소라,M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,서울,성동구,성수1가1동,
자전거의류/잡화,[PUMA]푸마 여성 기모 티셔츠 3종세트 NFYKFG01,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,고양동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
자전거,미키키즈로드스터 미니 18유니키즈FA 어린이자전거,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 서북구,두정동,"대형차 (제너시스, BMW5급 등)"
자전거액세서리,블랙울프미니줌 줌라이트 LED랜턴 후레쉬 자전거용품,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",100만원 미만,아니오,          ,아파트/ 주상복합,서울,서초구,서초동,
보호대,무료배송.국산쿨토시.팔토시.냉감토시.쿨마스크.아동,M,2,,,      ,          ,,서울,광진구,군자동,
헬멧/보호장비,자전거헬멧/자전거용품/큰/삼천리헬멧/성인/아동헬멧,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,단독주택,경기,성남시 수정구,태평4동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
자전거,지멘스여성용 부인용 자전거 클래식 24 26인치,M,2,"학생 (초중고학생, 대학생, 대학원생)",600~699만원,아니오,          ,아파트/ 주상복합,서울,강남구,대치1동,
헬멧/보호장비,자전거어반헬멧 어린이헬멧 인라인 헬맷 킥보드헬멧,F,5,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,북구,복현동,
신발,에코사이클링/스피닝슈즈/스피닝운동화/스피닝신발/클릿슈즈/사이클운동화/사이클신발/사이클슈즈/클릿포함,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,종로구,교북동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
보호대,일본코미네09-021 오토바이 핸들워머 빅스쿠터 전동 킥보드 토시 퀵보드 토시 장갑 겨울 방한용품,M,3,"자영업 (도소매업, 숙박업, 미용업)",600~699만원,아니오,          ,단독주택,경기,여주군,가남면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
자전거튜브,[CST]700x25/32C fv60mm 자전거튜브 프레스타 흥아 켄다,M,3,,,      ,          ,,,,,
자전거액세서리,자전거휠 라이트 안전등  LED라이트 후미등,M,5,"판매직 (상점점원, 보험설계사, 노점상)",500~599만원,예    ,자녀 있음 ,단독주택,강원,춘천시,약사동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
자전거액세서리,[VELO]VL3147전립선안장 - MTB 로드 싸이클 자전거 전립선 벨로 쿠션안장,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,동대문구,전농2동,
자전거액세서리,스나이퍼코리아블랙울프 18650배터리 충전기모음,F,4,,,      ,          ,,경기,성남시 분당구,서현동,
자전거,[삼천리]접이자전거비타민24 24형 7단 미니벨로 폴딩,M,2,,,      ,          ,,서울,강북구,수유동,
자전거액세서리,"자전거커버,바이크린,자전거,자전거용품,싸이클",M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,고양시 일산서구,대화동,
자전거,[삼천리]접이식여성자전거/미니벨로 바구니 자전거,M,2,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,아파트/ 주상복합,울산,남구,옥동,
자전거액세서리,SCHWALBE슈발베 타이어레버 3개한세트 타이어교체 / 튜블러 시멘트/리무버/이지핏 악세사리,M,5,,,      ,          ,,경남,창녕군,창녕읍,
신발,뉴발란스CRT300 스니커즈 운동화 (CRT300CA),F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,충북,충주시,안림동,
자전거의류/잡화,[8601416-SJ]예식장갑/민자/백색/(100EA)/코팅장갑/장갑/안전장갑,M,5,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,단독주택,부산,동래구,칠산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
전시스탠드,[내가만든자전거](ICETOOLZ) 아이스툴즈 P633 벽면형 자전거 거치대/벽면고정볼트포함,M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,경기,고양시 일산동구,백석1동,
MTB,프로메이드풀서스펜션 24인치 MTB자전거 아스톤힐DS,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,서울,동작구,상도동,
자전거,뉴도미니크24/렌즈/갤럽등 초등학생 하이브리드 모음,M,2,,,      ,          ,,서울,마포구,망원동,
자전거,알톤베네통BKS18/16 어린이자전거 삼천리 아동자전거,M,5,,,      ,          ,,인천,서구,당하동,
자전거,[21세기스쿠터]질주본능!21세기스쿠터/미드미 外 봄바람 일으키는 모빌리티 컬렉션,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,화순군,화순읍,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
자전거의류/잡화,마스크/귀마개/멀티워머/넥워머/자전거/검정마스크,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,오피스텔,경기,평택시,오성면,
자전거액세서리,자전거라이트LED 전조등 후미등 후레쉬 [거치대증정],M,4,,,      ,          ,,부산,수영구,남천동,
외발/삼륜/2인용,[지오닉스]자이덴 나누미 20(50cm) 6단 성인용 세발자전거,M,4,,,      ,          ,,부산,수영구,남천동,
자전거,스타카토에스코트 7단 접이식 자전거 바구니 포함,F,4,,,      ,          ,,경기,광명시,소하1동,
전시스탠드,토픽스텐드 DUAL TOUCH BIKE STAND 자전거거치대,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,다사읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
튜브,[FNS]즈와유무시고무 없는 던롭밸브 세트/던롭튜브,M,4,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,경기,용인시 처인구,모현면,
전시스탠드,포인트배너실외용거치대 양면겸용 홍보 이벤트,F,5,,,      ,          ,,대구,동구,용계동,
자전거튜브,[흥아]흥아 26인치x1.75/2.125 프레스타 60mm 자전거튜브,M,5,,,      ,          ,,경기,용인시 수지구,신봉동,
자전거액세서리,AVVISO툴캡슐 자전거 거치대 공구함 케이스 툴부스,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,제주,서귀포시,성산읍,
헬멧/보호장비,"Giro헬멧/Quarter 쿼터, 어번/더트 (6색상)",M,3,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 서북구,두정동,"대형차 (제너시스, BMW5급 등)"
로드자전거,2019첼로 테라 신형105 카본포크 로드자전거,M,4,,,      ,          ,,서울,강서구,우장산동,
광택,자전거방수보관커버/방수자전거 커버/PEVA원단,F,3,,,      ,          ,,서울,영등포구,당산동4가,
자전거장갑,[킹썰]스포츠/등산/자전거장갑/여름장갑/반장갑/핸드폰터치,M,5,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,부산진구,양정동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거액세서리,18650AA AAA 충전지 배터리 충전기 i4 D2 i2 UM20,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,평택시,비전동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
보호대,특가쿨토시 1+1 (2세트) /토시/아동쿨토시/팔토시,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,당리동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
에어펌프(발펌프),국산삼흥 발펌프 공기주입기 손펌프 에어펌프 자전거,M,5,무직,200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,구미시,산동면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
안장,풀카본안장자전거안장 초경량 카본안장,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,서울,마포구,아현동,
자전거의류/잡화,머스타시벌룬 기모마스크 MHM-10/방한/보드마스크,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,울산,동구,전하동,
공용하의,[MCN]네오 베이직 7부 바지/승마바지,M,4,,,      ,          ,,부산,연제구,거제4동,
보조바퀴,SM-901성인용 보조바퀴(20~26인치용),F,3,,,      ,          ,,서울,강서구,화곡2동,
자전거액세서리,블랙울프미니줌 줌라이트 LED랜턴 후레쉬 자전거용품,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,당리동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
알루미늄자전거,2017알톤 벨록스 CC 로드 사이클로크로스 자전거,M,2,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대전,유성구,반석동,
헬멧/보호장비,가성비좋은 헬멧/빅이글 자전거헬멧/보호대/인라인/자전거용품,M,2,,,      ,          ,,서울,강북구,인수동,
기타용품,[펌프킹]가정용 자전거 거치대 HK-001,M,4,기타 ,200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,동대문구,장안2동,기타 (승합차/트럭/화물차/기타 차량 등)
안장,[참좋은바이크]삼천리아동용안장모음/하이킥/프린세스/키즈바이크/디즈니/유아동/어린이/푹신한안장,M,3,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,대전,중구,선화동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거의류/잡화,사은품증정나루 마스크 자전거 자외선차단 등산 골프 바라클라바 버프 겨울 방한 넥워머 복면  오토바이,F,3,,,      ,          ,,서울,서초구,서초1동,
자전거액세서리,자전거휠 라이트 안전등  LED라이트 후미등,M,3,,,      ,          ,,경기,고양시 일산서구,가좌동,
MTB,앞뒤쇼바접이식 21단 26인치 입문 통학 출퇴근용 MTB,M,4,,,      ,          ,,충북,청주시 흥덕구,분평동,
자전거,[삼천리]접이자전거비타민24 24형 7단 미니벨로 폴딩,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,유성구,궁동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
승용완구,ZOKO조코유아동 체인자전거9종(3세~7세사용)+컵홀더,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,남동구,만수5동,"대형차 (제너시스, BMW5급 등)"
MTB,알톤쉐보레 CMJR 초등학생 MTB 자전거/24인치/22인치/샌드스톤24,F,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,마포구,성산동,
자전거타이어/부품,삼천리알루미늄 핸드펌프  - 자전거 다용도 튜브 펌프 공기주입기,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,제주,서귀포시,성산읍,
자전거,자전거공구셋트/5가지기능 스페너13mm 15mm 육각렌지4mm5mm6mm 부품 용품,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,풍무동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
펑크패치,무료배송휴대용 펑크패치/타이어 튜브 레버 정비 수리 공구세트/자전거용품.부품,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,영등포구,당산동5가,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
자전거라이트/전조등,몬스터라이트미니 자전거라이트  몬스터라이트 미니,M,3,기타 ,800~899만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강북구,인수동,
